full_text,tweet_english,klasifikasi
komisioner badan kelola tabung rumah rakyat bp tapera heru pudyo nugroho tegas kerja milik besar upah minimum regional umr wajib jadi serta program tapera,"Commissioner of the People's House Savings Management Agency BP Tapera Heru Pudyo Nugroho is firm about large-scale work, regional minimum wages, mandatory age and the Tapera program",Negatif
hasil kerja potong 3 persen tabung rumah rakyat provinsi kira sumbang rp1 27 triliun tahun simpan sebut serikat buruh itu sebut program akalakalan perintah peras rakyat,"the results of work cut 3 percent of the provincial people's savings account, approximately Rp. 1 27 trillion a year, save what the labor union calls a program of intelligence, an order to squeeze the people",Negatif
tapera ni fungsi apasih jir tabung rumah rakyat lah kan wna ga punya aset indo trs buat apa bayar begitu buset dah ni mo malak pake segala tapera tapera,"What is the function of this tapera? The people's housing fund is a foreigner who doesn't have any assets in Indonesia, so why pay that much? Wow, this guy wants to extort money from all the tapera tapera",Positif
fraksi pks dpr ri minta perintah buka opsi revisi undangundang nomor nomor 4 tahun 2016 tabung rumah rakyat tapera mungkin revisi uu no 4 tahun 2016 utama kait next,"The PKS faction of the Republic of Indonesia's DPR asks for an order to open the option to revise Law No. 4 of 2016, Rumah Rakyat Tapera, possibly revise Law No. 4 of 2016, main hook, next",Positif
atur teknis wajib iur selenggara tabung rumah rakyat tapera karyawan selesai periode perintah presiden jokowi menko ekonomi,"The technical provisions for mandatory contributions for the administration of the Tapera People's House Fund for employees are completed after the period ordered by President Jokowi, Coordinating Minister for the Economy",Netral
komentar jokowi soal tapera tuai pro amp kontra perintah lewat pp nomor 21 tahun 2024 wajib kerja ikut tabung rumah rakyat tapera mana besar 3 persen gaji upah kerja,"Jokowi's comments regarding Tapera reaping the pros and cons of the order via PP number 21 of 2024 are obliged to work to participate in the Tapera People's House savings account, which is 3 percent of salary for work wages",Netral
buruh tolak keras iur tabung rumah rakyat tapera potong gaji upah cuma naik rp 60 ribu,"Workers strongly refuse to contribute to Tapera People's House savings, pay cuts, wages only increase by IDR 60 thousand",Positif
amat rumah nilai bijak tabung rumah rakyat tapera masuk akal sedia huni rakyat jangkau lama perintah intervensi kuasa tanah harga tanah kembang kawasan baru,very wise house value savings tapera people's house makes sense ready for people to live in for a long time order for land authority intervention land price kembang new area,Positif
presiden joko widodo komentar atur soal potong gaji karyawan swasa tabung rumah rakyat tapera besar 3 persen,President Joko Widodo commented on the regulation regarding the 3 percent salary cut for private sector employees of the Tapera People's Housing Fund,Netral
moeldoko pasti tabung rumah rakyat tapera akan nasib sama asuransi pt asabri persero,Moeldoko is certain that Tapera People's House savings will suffer the same fate as PT Asabri Persero insurance,Positif
asosiasi usaha indonesia apindo tolak tegas bijak perintah wajib potong gaji kerja besar 3 tabung rumah rakyat tapera usaha tolak iur tapera,Indonesian Business Association Apindo firmly rejects wise orders to have to cut salaries for large jobs 3 tubes People's House Tapera Business Rejects Tapera Contributions,Positif
alas tapera tabung rumah rakyat tolak yg skrg era jokowi malah tuju amp sah terlalu berat fiskal negara udah gitu ngeri korupsi jg yg sengsara tetap rakyat,"Alas Tapera Tube People's House rejects the current Jokowi era and instead aims for it to be legal, the state fiscal is too heavy, corruption is so scary, and the people who are miserable are still the people",Negatif
mulai tabung rumah rakyat tapera hingga kelola tambang bijak baru perintah panjang mei tuai gaduh media sosial,"starting from saving Tapera people's houses to managing mines wisely, the new long order may reap social media noise",Positif
pak yth tunggu nyata resmi bapak kait tabung rumah rakyat tapera yg cukup sita perhati masyarakat kerja usaha tanah air presiden republik indonesia pilih bijak kena tapera tentu jalan,"Sir, please wait for the official confirmation that you are connecting the Tapera people's housing savings which has attracted the attention of the people, the work of the homeland, the President of the Republic of Indonesia, chooses wisely, if you are affected by Tapera, it will certainly work",Positif
tapera tabung rumah rakyat tabung berat rakyat ragu salah 1 sebab ragu krn ump bagi daerah golong kecil pak jokowi makin agak ragu kalo program tapera mampu wujud kerja milik rumah sendiri,"tapera tube people's house tube heavy people are doubtful, one of the reasons is because for small areas, Pak Jokowi is increasingly doubtful that the tapera program can be a form of work for one's own home",Negatif
bukan apa sampai pak mahfud memang logika dasar tapera tabung rumah rakyat jelas fungsi sedia rumah rakyat cara iur wajib kerja minimal gaji umr besar 3 alokasi,"It's nothing, Mr. Mahfud, indeed the basic logic of Tapera Tube People's House is clear, the function of the People's House is clear, the contribution method is mandatory, minimum salary, high minimum wage, 3 allocations",Positif
serius nanya guna tabung rumah rakyat tuh apa apa negara jamin orang orang gaji potong tapera rumah layak geratisharga sangat murah,"seriously asking what is the use of savings for people's houses? What is the state guaranteeing people a cut salary tapera, decent free houses, very cheap prices?",Positif
rencana tapera timbul polemik masyarakat selenggara tabung rumah rakyat tapera sudah ditandatangani presiden joko widodo tuai pro kontra masyarakat,"The Tapera plan arouses community polemic. Organizing the Tapera People's House Tube has been signed by President Joko Widodo, reaping the pros and cons of the community",Netral
benar usul tapera tabung rumah rakyat sangat bagus sangat baik tentu eksekusi ekonomi rakyat indonesia sangat stabil kuat nilai tukar rupiah dolar rp5000 per 1 dolar sekarang 1609,"it is true that the proposal for the people's home tube tapera is very good, very good, of course the execution of the Indonesian people's economy is very stable, strong, the rupiah dollar exchange rate is IDR 5,000 per 1 dollar now 1609",Positif
asosiasi usaha indonesia tolak program tapera asosiasi usaha indonesia apindo nyata berat atas putus presiden joko widodo wajib seluruh pegawai ikut tabung rumah rakyat tapera,Indonesian Business Association Rejects Tapera Program,Netral
gaji kerja baik pegawai negeri sipil pns karyawan swasta maupun kerja mandiri freelancer potong simpan tabung rumah rakyat tapera,"salary for both civil servants, civil servants, private employees and independent freelancers, cut savings, Tapera People's House",Netral
iur tabung rumah rakyat tapera jadi sorot nanti potong gaji kerja besar 3 gimana detikers siap gaji potong,"Tapera people's house savings contributions will be highlighted and will be cut from big work salaries. 3, how are detikers ready to cut their salaries",Positif
buruh gabung konfederasi serikat kerja seluh indonesia kspsi jawa barat tolak pp 21 tahun 2024 selenggara tabung rumah rakyat tapera,"workers join the Indonesian Confederation of Trade Unions, KPSSI, West Java, reject PP 21 of 2024, organize the Tapera People's House Tube",Netral
wapres maruf amin sebab tapera tabung rumah rakyat jadi polemik panas yang panjang,Vice President Maruf Amin because the people's house tube taper became a long heated polemic,Negatif
serikat kerja seluruh indonesia spsi tolak terap bijak tabung rumah rakyat tapera hanya berat kerja,The all-Indonesian labor union SSI rejects the wise application of the Tapera people's house for only hard work,Positif
presiden joko widodo terbit atur iur dana tabung rumah rakyat tapera salah satu isi atur ialah wajib para kerja bayar iur besar 3 gaji dapat atur pun tuai polemik nilai berat kerja,President Joko Widodo publishes regulations on contributions to the Tapera People's House savings fund. One of the contents of the regulations is that workers must pay large contributions of 3 salaries.,Positif
tabung sifat sukarela apabila wajib bukan tabung baik ganti nama tabung rumah rakyattapera jadi potong rumah terlalu indonesia singkat porotin,"The tube is voluntary, if it is mandatory, it is not a good tube, change the name of the tube People's House, Tapera, so cut house, it's too Indonesian, short Porotin",Negatif
menteri pupr basuki hadimuljono pasti potong gaji pegawai swasta iur tabung rumah rakyat tapera akan hilang,"Minister of Public Works, Basuki Hadimuljono, will definitely cut the salaries of private sector employees, the contribution to the Tapera people's housing fund will be lost",Netral
iur tapera tabung rumah rakyat resah kerja potong besar 3 gaji bulan bijak justru muncul tren tinggi phk ri,"Tapera Tube Contributions for People's Houses are worried about taking big cuts at 3 months' salaries, but there is a trend of high layoffs in the Republic of Indonesia",Positif
sesuai judul tapera tabung rumah rakyat coba hitung dg asumsi umr 4jt n masa kerja 31 lo hrs kerja dr umur 25 ampe 56 tabung kalian 446jt dpt rmh apa dg uang sgtu blm lg brp harga properti wkt kalian pensiun n pegang u,"according to the title of the people's home tube tapera, try calculating with the assumption that the age is 4 million and the working period is 31, you have to work from the age of 25 to 56, your house is 446 million, what with that money and not how much will the property cost when you retire and hold on to it?",Positif
tabung rumah rakyat tapera atau tabung bangun ibu kota nusantara tape ikn,Tapera people's housing tube or tube to build the Indonesian capital city tape ikn,Netral
tapera tabung rumah rakyat,people's house tube tapera,Netral
tapera tabung rumah rakyat tambah derita rakyat,Tapera tubes for people's homes adds to the suffering of the people,Netral
kelola dana makin prudent dana tabung rumah rakyat tapera kelola 7 manajer investasi mi profesional,"Manage funds more prudently, Rumah Rakyat Tapera's savings funds are managed by 7 professional MI investment managers",Positif
